AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0114SX20467,BARNET,30,524850,189970,1,2 Passenger,2 Female,60+,88,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20468,BARNET,30,523020,188850,1,1 Driver/Rider,2 Female,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20469,BARNET,30,527610,192010,1,3 Pedestrian,2 Female,16-24,16,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0114SX20470,BARNET,30,521240,189030,1,3 Pedestrian,2 Female,16-24,19,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0114SX20471,BARNET,30,525070,186150,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20472,BARNET,30,521100,191390,1,3 Pedestrian,1 Male,0-15,10,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114SX20473,BARNET,30,523420,187790,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20474,BARNET,30,526460,193920,1,3 Pedestrian,2 Female,16-24,17,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114SX20475,BARNET,30,526410,191970,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20476,BARNET,30,523850,186460,1,3 Pedestrian,1 Male,25-59,46,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
0114SX20477,BARNET,30,519600,192280,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20478,BARNET,30,525360,196770,1,1 Driver/Rider,1 Male,0-15,13,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20480,BARNET,30,527570,192160,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20480,BARNET,30,527570,192160,2,3 Pedestrian,2 Female,25-59,31,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114SX20481,BARNET,30,522410,189710,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20481,BARNET,30,522410,189710,2,2 Passenger,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20481,BARNET,30,522410,189710,3,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114SX20482,BARNET,30,527950,191670,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20483,BARNET,30,523540,187940,4,2 Passenger,2 Female,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20483,BARNET,30,523540,187940,2,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20483,BARNET,30,523540,187940,3,2 Passenger,2 Female,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20483,BARNET,30,523540,187940,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20484,BARNET,30,520850,192860,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20485,BARNET,30,524860,195440,1,3 Pedestrian,1 Male,16-24,16,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114SX20486,BARNET,30,524810,188790,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20488,BARNET,30,525240,190770,1,3 Pedestrian,2 Female,16-24,16,1,2 Serious,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0114SX20489,BARNET,30,520470,191550,1,2 Passenger,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20490,BARNET,30,523080,188210,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20491,BARNET,30,520620,192470,2,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20491,BARNET,30,520620,192470,1,1 Driver/Rider,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20492,BARNET,30,527490,189680,1,1 Driver/Rider,2 Female,60+,77,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20493,BARNET,30,523680,195590,1,1 Driver/Rider,1 Male,0-15,8,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20494,BARNET,30,525620,191210,1,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20496,BARNET,30,521610,192380,3,2 Passenger,1 Male,0-15,11,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20496,BARNET,30,521610,192380,2,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20496,BARNET,30,521610,192380,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20498,BARNET,30,527800,192120,1,2 Passenger,2 Female,60+,60,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20499,BARNET,30,525010,187830,1,3 Pedestrian,2 Female,Unknown,0,1,2 Serious,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
0114SX20500,BARNET,30,523290,189370,1,3 Pedestrian,2 Female,25-59,28,1,2 Serious,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0114SX20502,BARNET,30,521700,192280,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20502,BARNET,30,521700,192280,4,2 Passenger,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20502,BARNET,30,521700,192280,5,2 Passenger,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20502,BARNET,30,521700,192280,3,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20502,BARNET,30,521700,192280,2,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20503,BARNET,30,523470,191760,1,2 Passenger,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20504,BARNET,30,519710,191300,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20505,BARNET,30,520930,193020,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114SX20506,BARNET,30,521630,191160,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20507,BARNET,30,528670,194280,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20508,BARNET,30,524800,196130,1,1 Driver/Rider,1 Male,60+,76,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20509,BARNET,30,520120,192900,2,1 Driver/Rider,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20509,BARNET,30,520120,192900,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20510,BARNET,30,521460,188730,2,2 Passenger,2 Female,60+,70,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20510,BARNET,30,521460,188730,1,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20511,BARNET,30,527090,193570,1,3 Pedestrian,2 Female,0-15,10,1,2 Serious,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114SX20512,BARNET,30,522940,187440,2,2 Passenger,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20512,BARNET,30,522940,187440,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20512,BARNET,30,522940,187440,4,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20512,BARNET,30,522940,187440,3,2 Passenger,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20512,BARNET,30,522940,187440,5,2 Passenger,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20513,BARNET,30,525180,190680,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20515,BARNET,30,525840,192380,1,3 Pedestrian,1 Male,25-59,25,1,3 Slight,09 In Road - Not Crossing,8 In Rd Back To Traffic,1 Pedestrian, 
0114SX20516,BARNET,30,526350,194250,2,1 Driver/Rider,2 Female,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20516,BARNET,30,526350,194250,1,1 Driver/Rider,2 Female,60+,82,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20517,BARNET,30,524470,196790,2,2 Passenger,2 Female,60+,62,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20517,BARNET,30,524470,196790,1,2 Passenger,2 Female,60+,69,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20518,BARNET,30,519260,192440,2,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20518,BARNET,30,519260,192440,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20518,BARNET,30,519260,192440,3,1 Driver/Rider,1 Male,60+,76,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20520,BARNET,30,520680,192560,1,1 Driver/Rider,1 Male,Unknown,0,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20522,BARNET,30,522200,188290,1,1 Driver/Rider,2 Female,60+,73,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20523,BARNET,30,527230,189580,1,3 Pedestrian,2 Female,25-59,59,1,3 Slight,10 Unknown,1 From Drivers N/Side,1 Pedestrian, 
0114SX20524,BARNET,30,527350,189440,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20528,BARNET,30,520100,192920,1,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20529,BARNET,30,523990,188430,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20530,BARNET,30,519320,192790,2,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20530,BARNET,30,519320,192790,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114SX20531,BARNET,30,522160,187850,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20532,BARNET,30,525510,196500,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20533,BARNET,30,524800,189280,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20534,BARNET,30,522550,191370,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20535,BARNET,30,523590,187930,2,2 Passenger,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20535,BARNET,30,523590,187930,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20536,BARNET,30,524200,191170,1,3 Pedestrian,2 Female,25-59,55,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114SX20537,BARNET,30,527310,189060,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20538,BARNET,30,520930,189450,1,3 Pedestrian,1 Male,25-59,47,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0114SX20539,BARNET,30,521400,192070,1,3 Pedestrian,2 Female,0-15,15,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0114SX20540,BARNET,30,526320,192880,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20540,BARNET,30,526320,192880,2,2 Passenger,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20541,BARNET,30,525070,187440,1,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20542,BARNET,30,524810,189650,1,3 Pedestrian,2 Female,25-59,29,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114SX20543,BARNET,30,521920,188200,2,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20543,BARNET,30,521920,188200,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20544,BARNET,30,526450,191970,1,3 Pedestrian,1 Male,25-59,36,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114SX20545,BARNET,30,524290,187070,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20546,BARNET,30,526590,188910,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20547,BARNET,30,523460,189370,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20549,BARNET,30,520050,193420,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20551,BARNET,30,524300,191040,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20553,BARNET,30,521550,192160,1,3 Pedestrian,2 Female,60+,78,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0114SX20554,BARNET,30,527665,194655,1,1 Driver/Rider,1 Male,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20555,BARNET,30,520090,190500,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0114SX20557,BARNET,30,524060,185940,1,1 Driver/Rider,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20559,BARNET,30,520270,191680,1,3 Pedestrian,1 Male,0-15,11,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0114SX20560,BARNET,30,520700,189710,2,2 Passenger,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20560,BARNET,30,520700,189710,3,3 Pedestrian,1 Male,16-24,24,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0114SX20560,BARNET,30,520700,189710,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20561,BARNET,30,527600,192020,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20564,BARNET,30,526350,196110,1,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20566,BARNET,30,525280,189130,1,1 Driver/Rider,2 Female,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20567,BARNET,30,524400,186840,2,2 Passenger,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20567,BARNET,30,524400,186840,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20568,BARNET,30,522620,187320,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114SX20569,BARNET,30,524010,188480,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20570,BARNET,30,518760,192180,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20571,BARNET,30,522190,187800,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20572,BARNET,30,521630,192290,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20573,BARNET,30,525310,189480,1,2 Passenger,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20575,BARNET,30,522410,189710,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20577,BARNET,30,523730,187860,2,2 Passenger,1 Male,0-15,5,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20577,BARNET,30,523730,187860,1,2 Passenger,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20577,BARNET,30,523730,187860,3,2 Passenger,2 Female,0-15,2,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20579,BARNET,30,522670,187550,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20581,BARNET,30,519410,191400,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20584,BARNET,30,528660,192430,1,3 Pedestrian,1 Male,25-59,35,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
0114SX20586,BARNET,30,522710,188990,1,2 Passenger,1 Male,0-15,9,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20587,BARNET,30,521660,191660,2,1 Driver/Rider,1 Male,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20587,BARNET,30,521660,191660,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20588,BARNET,30,525900,189990,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20589,BARNET,30,520490,190860,3,2 Passenger,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20589,BARNET,30,520490,190860,2,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20589,BARNET,30,520490,190860,1,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20590,BARNET,30,517910,193780,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20592,BARNET,30,526350,192210,1,1 Driver/Rider,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20593,BARNET,30,524010,188400,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20594,BARNET,30,523370,187690,1,1 Driver/Rider,1 Male,25-59,50,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20595,BARNET,30,522720,188900,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20596,BARNET,30,528000,191330,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20597,BARNET,30,522130,187910,1,3 Pedestrian,1 Male,25-59,49,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0114SX20598,BARNET,30,524700,188120,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20599,BARNET,30,523580,187480,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20600,BARNET,30,523970,188430,1,1 Driver/Rider,2 Female,16-24,24,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0114SX20600,BARNET,30,523970,188430,2,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20601,BARNET,30,524520,186510,2,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20601,BARNET,30,524520,186510,3,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20601,BARNET,30,524520,186510,4,2 Passenger,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20601,BARNET,30,524520,186510,7,2 Passenger,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20601,BARNET,30,524520,186510,6,2 Passenger,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20601,BARNET,30,524520,186510,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20601,BARNET,30,524520,186510,5,2 Passenger,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20605,BARNET,30,526110,188910,1,3 Pedestrian,2 Female,0-15,15,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0114SX20606,BARNET,30,528720,191690,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20607,BARNET,30,517930,193780,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20609,BARNET,30,527570,193890,1,3 Pedestrian,2 Female,25-59,46,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0114SX20610,BARNET,30,524860,188270,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20612,BARNET,30,528470,192340,1,1 Driver/Rider,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20613,BARNET,30,526540,190880,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114SX20613,BARNET,30,526540,190880,2,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114SX20614,BARNET,30,522420,189710,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20615,BARNET,30,524400,190980,3,2 Passenger,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20615,BARNET,30,524400,190980,2,2 Passenger,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20615,BARNET,30,524400,190980,1,2 Passenger,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20616,BARNET,30,523170,187740,1,2 Passenger,2 Female,60+,75,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114SX20620,BARNET,30,521650,192310,1,1 Driver/Rider,2 Female,60+,66,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20621,BARNET,30,521980,188110,1,1 Driver/Rider,2 Female,60+,69,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20622,BARNET,30,527550,192310,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20622,BARNET,30,527550,192310,2,3 Pedestrian,2 Female,0-15,12,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114SX20625,BARNET,30,520540,192300,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20626,BARNET,30,526560,193950,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114SX20627,BARNET,30,528750,193860,1,1 Driver/Rider,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20627,BARNET,30,528750,193860,2,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20628,BARNET,30,520820,191050,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114SX20629,BARNET,30,527310,193700,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20632,BARNET,30,520930,192920,4,1 Driver/Rider,2 Female,60+,63,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20632,BARNET,30,520930,192920,3,2 Passenger,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20632,BARNET,30,520930,192920,2,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20632,BARNET,30,520930,192920,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20633,BARNET,30,528410,190590,2,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20633,BARNET,30,528410,190590,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114SX20633,BARNET,30,528410,190590,3,2 Passenger,2 Female,0-15,6,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
